ProductKey,ProductSubcategoryKey,ProductSKU,ProductName,ModelName,ProductDescription,ProductColor,ProductSize,ProductStyle,ProductCost,Orderline Code,ProductPrice
600,15,SKU_600,Texas Instruments TI-34 Scientific Calculator,TITSC-600,Texas Instruments TI-34 Scientific Calculator,Multi,0,0,23.3722,600_OLC,52.64
601,12,SKU_601,OIC Binder Clips,OBC-601,OIC Binder Clips,Multi,0,0,12.0413,601_OLC,27.12
602,5,SKU_602,GBC DocuBind P400 Electric Binding System,GDPEBS-602,GBC DocuBind P400 Electric Binding System,Multi,0,0,17.3782,602_OLC,39.14
603,9,SKU_603,Xerox 1892,X1-603,Xerox 1892,Multi,0,0,23.3722,603_OLC,52.64
604,2,SKU_604,Plantronics Cordless Phone Headset with In-line Volume - M214C,PCPHWIV-M-604,Plantronics Cordless Phone Headset with In-line Volume - M214C,Multi,42,U,144.5938,604_OLC,264.05
605,2,SKU_605,HTC One Mini,HOM-605,HTC One Mini,Multi,44,U,144.5938,605_OLC,264.05
606,5,SKU_606,Storex DuraTech Recycled Plastic Frosted Binders,SDRPFB-606,Storex DuraTech Recycled Plastic Frosted Binders,Multi,48,U,144.5938,606_OLC,264.05
607,1,SKU_607,Hon Metal Bookcases,HMBB-607,"Hon Metal Bookcases, Black",Multi,52,U,144.5938,607_OLC,264.05
608,9,SKU_608,Xerox 2,X2-608,Xerox 2,Multi,0,0,1.8663,608_OLC,4.99
609,15,SKU_609,Okidata C331dn Printer,OCP-609,Okidata C331dn Printer,Multi,0,0,1.4923,609_OLC,3.99
610,3,SKU_610,Safco Industrial Wire Shelving System,SIWSS-610,Safco Industrial Wire Shelving System,Multi,0,0,1.8663,610_OLC,4.99
611,7,SKU_611,Nontoxic Chalk,NC-611,Nontoxic Chalk,Multi,42,U,136.785,611_OLC,249.79
612,8,SKU_612,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,LPMCFL-612,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,Black,44,U,136.785,612_OLC,249.79
613,3,SKU_613,Recycled Eldon Regeneration Jumbo File,RERJF-613,Recycled Eldon Regeneration Jumbo File,Black,48,U,136.785,613_OLC,249.79
614,7,SKU_614,OIC #2 Pencils,O#PMS-614,"OIC #2 Pencils, Medium Soft",Black,52,U,136.785,614_OLC,249.79
615,7,SKU_615,Newell 341,N3-615,Newell 341,Multi,0,0,9.3463,615_OLC,24.99
616,5,SKU_616,Wilson Jones 1" Hanging DublLock Ring Binders,WJ1HDRB-616,Wilson Jones 1" Hanging DublLock Ring Binders,Multi,0,0,11.2163,616_OLC,29.99
617,5,SKU_617,Avery Trapezoid Extra Heavy Duty 4" Binders,ATEHD4B-617,Avery Trapezoid Extra Heavy Duty 4" Binders,Multi,0,0,13.09,617_OLC,35
618,8,SKU_618,Stacking Trays by OIC,STBO-618,Stacking Trays by OIC,Multi,0,0,8.0373,618_OLC,21.49
619,15,SKU_619,Epson Perfection V600 Photo Scanner,EPVPS-619,Epson Perfection V600 Photo Scanner,Multi,0,0,9.3463,619_OLC,24.99
620,13,SKU_620,Fellowes Advanced 8 Outlet Surge Suppressor with Phone/Fax Protection,FA8OSSWPP-620,Fellowes Advanced 8 Outlet Surge Suppressor with Phone/Fax Protection,Multi,0,0,12.1924,620_OLC,32.6
621,5,SKU_621,GBC Prepunched Paper,GPP1FBS2-621,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",Multi,0,0,10.8423,621_OLC,28.99
622,9,SKU_622,Message Book,MBPWSLM23X5-622,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",Silver/Black,0,0,17.9776,622_OLC,40.49
623,2,SKU_623,GE 2-Jack Phone Line Splitter,G2PLS-623,GE 2-Jack Phone Line Splitter,Silver/Black,0,0,27.568,623_OLC,62.09
624,2,SKU_624,Polycom SoundStation2 EX Conference phone,PSECP-624,Polycom SoundStation2 EX Conference phone,Silver/Black,0,0,35.9596,624_OLC,80.99
625,17,SKU_625,KeyTronic 6101 Series - Keyboard - Black,K6S-K-B-625,KeyTronic 6101 Series - Keyboard - Black,Silver/Black,0,0,17.9776,625_OLC,40.49
626,3,SKU_626,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,OIHDWS&MSD-626,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,Silver/Black,0,0,27.568,626_OLC,62.09
627,11,SKU_627,Padded Folding Chairs,PFCB4-627,"Padded Folding Chairs, Black, 4/Carton",Silver/Black,0,0,35.9596,627_OLC,80.99
628,2,SKU_628,Panasonic Kx-TS550,PK-628,Panasonic Kx-TS550,Silver/Black,0,0,35.9596,628_OLC,80.99
629,11,SKU_629,Hon Deluxe Fabric Upholstered Stacking Chairs,HDFUSCRB-629,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",Silver,38,W,199.3757,629_OLC,364.09
630,5,SKU_630,SpineVue Locking Slant-D Ring Binders by Cardinal,SLSRBBC-630,SpineVue Locking Slant-D Ring Binders by Cardinal,Black,40,U,136.785,630_OLC,249.79
631,17,SKU_631,Sony 64GB Class 10 Micro SDHC R40 Memory Card,S6C1MSRMC-631,Sony 64GB Class 10 Micro SDHC R40 Memory Card,Silver,40,U,144.5938,631_OLC,264.05
632,7,SKU_632,Prang Drawing Pencil Set,PDPS-632,Prang Drawing Pencil Set,Silver,0,0,40.6216,632_OLC,91.49
633,16,SKU_633,Acme Kleen Earth Office Shears,AKEOS-633,Acme Kleen Earth Office Shears,Multi,0,0,20.464,633_OLC,46.09
634,8,SKU_634,Acrylic Self-Standing Desk Frames,ASDF-634,Acrylic Self-Standing Desk Frames,Multi,0,0,40.6571,634_OLC,91.57
635,4,SKU_635,Hon 4060 Series Tables,H4ST-635,Hon 4060 Series Tables,Silver,0,0,47.286,635_OLC,106.5
636,2,SKU_636,Plantronics 81402,P8-636,Plantronics 81402,Black,0,0,77.9176,636_OLC,175.49
637,7,SKU_637,Hunt BOSTON Vista Battery-Operated Pencil Sharpener,HBVBPSB-637,"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",Black,0,0,113.8816,637_OLC,256.49
638,9,SKU_638,Xerox 1995,X1-638,Xerox 1995,Black,0,0,179.8156,638_OLC,404.99
639,5,SKU_639,Self-Adhesive Ring Binder Labels,SRBL-639,Self-Adhesive Ring Binder Labels,Silver,0,0,8.9866,639_OLC,20.24
640,9,SKU_640,Xerox 1941,X1-640,Xerox 1941,Blue,60,U,755.1508,640_OLC,1214.85
641,7,SKU_641,Dixon My First Ticonderoga Pencil,DMFTP#-641,"Dixon My First Ticonderoga Pencil, #2",Yellow,46,U,1481.9379,641_OLC,2384.07
642,5,SKU_642,Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders,WJC&CFBTFRBC-642,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",Yellow,50,U,1481.9379,642_OLC,2384.07
643,5,SKU_643,GBC Recycled Regency Composition Covers,GRRCC-643,GBC Recycled Regency Composition Covers,Yellow,54,U,1481.9379,643_OLC,2384.07
644,7,SKU_644,BIC Brite Liner Grip Highlighters,BBLGH-644,BIC Brite Liner Grip Highlighters,Yellow,60,U,1481.9379,644_OLC,2384.07
645,5,SKU_645,Cardinal Poly Pocket Divider Pockets for Ring Binders,CPPDPFRB-645,Cardinal Poly Pocket Divider Pockets for Ring Binders,Blue,54,U,461.4448,645_OLC,742.35
646,7,SKU_646,Sanford Uni-Blazer View Highlighters,SUVHCTY-646,"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow",Blue,58,U,461.4448,646_OLC,742.35
647,9,SKU_647,Xerox 1913,X1-647,Xerox 1913,Blue,62,U,461.4448,647_OLC,742.35
648,5,SKU_648,Cardinal Holdit Business Card Pockets,CHBCP-648,Cardinal Holdit Business Card Pockets,Yellow,44,U,461.4448,648_OLC,742.35
649,2,SKU_649,Wilson SignalBoost 841262 DB PRO Amplifier Kit,WS8DPAK-649,Wilson SignalBoost 841262 DB PRO Amplifier Kit,Yellow,50,U,461.4448,649_OLC,742.35
650,5,SKU_650,Avery Durable Binders,ADB-650,Avery Durable Binders,Yellow,54,U,461.4448,650_OLC,742.35
651,2,SKU_651,Logitech B530 USB Headset - headset - Full size,LBUH-H-FSB-651,"Logitech B530 USB Headset - headset - Full size, Binaural",Yellow,58,U,461.4448,651_OLC,742.35
652,9,SKU_652,Southworth Structures Collection,SSC-652,Southworth Structures Collection,Yellow,62,U,461.4448,652_OLC,742.35
653,17,SKU_653,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,NADBGSWR-653,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,Blue,46,U,1481.9379,653_OLC,2384.07
654,14,SKU_654,Avery 516,A5-654,Avery 516,Blue,50,U,1481.9379,654_OLC,2384.07
655,3,SKU_655,Gould Plastics 18-Pocket Panel Bin,GP1PB3X5X2-655,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",Blue,54,U,1481.9379,655_OLC,2384.07
656,3,SKU_656,Fellowes Bankers Box Stor/Drawer Steel Plus,FBBSSP-656,Fellowes Bankers Box Stor/Drawer Steel Plus,Blue,60,U,1481.9379,656_OLC,2384.07
657,5,SKU_657,Vinyl Sectional Post Binders,VSPB-657,Vinyl Sectional Post Binders,Blue,46,U,755.1508,657_OLC,1214.85
658,8,SKU_658,Advantus Panel Wall Certificate Holder - 8.5x11,APWCH-8-658,Advantus Panel Wall Certificate Holder - 8.5x11,Blue,50,U,755.1508,658_OLC,1214.85
659,5,SKU_659,Wilson Jones Four-Pocket Poly Binders,WJFPB-659,Wilson Jones Four-Pocket Poly Binders,Blue,54,U,755.1508,659_OLC,1214.85
660,6,SKU_660,Canon Imageclass D680 Copier / Fax,CIDC/F-660,Canon Imageclass D680 Copier / Fax,Yellow,40,W,1082.51,660_OLC,1700.99
661,11,SKU_661,Global Comet Stacking Armless Chair,GCSAC-661,Global Comet Stacking Armless Chair,Yellow,42,W,1082.51,661_OLC,1700.99
662,11,SKU_662,Global High-Back Leather Tilter,GHLTB-662,"Global High-Back Leather Tilter, Burgundy",Yellow,44,W,1082.51,662_OLC,1700.99
663,8,SKU_663,Howard Miller 11-1/2" Diameter Grantwood Wall Clock,HM1DGWC-663,Howard Miller 11-1/2" Diameter Grantwood Wall Clock,Yellow,48,W,1082.51,663_OLC,1700.99
664,9,SKU_664,Xerox 1895,X1-664,Xerox 1895,Black,58,U,343.6496,664_OLC,539.99
665,14,SKU_665,Avery 49,A4-665,Avery 49,Blue,44,U,461.4448,665_OLC,742.35
666,3,SKU_666,Perma STOR-ALL Hanging File Box,PSHFB11X11X11-666,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",Blue,50,U,461.4448,666_OLC,742.35
667,5,SKU_667,Avery Hidden Tab Dividers for Binding Systems,AHTDFBS-667,Avery Hidden Tab Dividers for Binding Systems,Silver,38,W,419.7784,667_OLC,769.49
668,2,SKU_668,Cisco SPA508G,CS-668,Cisco SPA508G,Silver,40,W,419.7784,668_OLC,769.49
669,8,SKU_669,9-3/4 Diameter Round Wall Clock,9DRWC-669,9-3/4 Diameter Round Wall Clock,Silver,42,W,419.7784,669_OLC,769.49
670,14,SKU_670,Avery 514,A5-670,Avery 514,Silver,46,W,419.7784,670_OLC,769.49
671,2,SKU_671,Polycom VVX 310 VoIP phone,PV3VP-671,Polycom VVX 310 VoIP phone,Silver,40,U,308.2179,671_OLC,564.99
672,9,SKU_672,Xerox 200,X2-672,Xerox 200,Silver,42,U,308.2179,672_OLC,564.99
673,9,SKU_673,Xerox 1881,X1-673,Xerox 1881,Silver,44,U,308.2179,673_OLC,564.99
674,5,SKU_674,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,N3PPSMHFB-674,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,Silver,48,U,308.2179,674_OLC,564.99
675,2,SKU_675,Cisco SPA112 2 Port Phone Adapter,CS2PPA-675,Cisco SPA112 2 Port Phone Adapter,Silver,52,U,308.2179,675_OLC,564.99
676,5,SKU_676,Tuff Stuff Recycled Round Ring Binders,TSRRRB-676,Tuff Stuff Recycled Round Ring Binders,Black,40,U,294.5797,676_OLC,539.99
677,4,SKU_677,Hon 5100 Series Wood Tables,H5SWT-677,Hon 5100 Series Wood Tables,Black,42,U,294.5797,677_OLC,539.99
678,2,SKU_678,GE DSL Phone Line Filter,GDPLF-678,GE DSL Phone Line Filter,Black,44,U,294.5797,678_OLC,539.99
679,11,SKU_679,Safco Chair Connectors,SCC6-679,"Safco Chair Connectors, 6/Carton",Black,48,U,294.5797,679_OLC,539.99
680,17,SKU_680,Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc,V2G6BSLRD1-680,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 1/Pack",Black,52,U,294.5797,680_OLC,539.99
681,11,SKU_681,Hon Deluxe Fabric Upholstered Stacking Chairs,HDFUSC-681,Hon Deluxe Fabric Upholstered Stacking Chairs,Multi,0,0,23.9716,681_OLC,53.99
682,7,SKU_682,Fluorescent Highlighters by Dixon,FHBD-682,Fluorescent Highlighters by Dixon,Multi,0,0,44.9506,682_OLC,101.24
683,4,SKU_683,Bevis Round Conference Table Top & Single Column Base,BRCTT&SCB-683,Bevis Round Conference Table Top & Single Column Base,Multi,0,0,53.9416,683_OLC,121.49
684,5,SKU_684,Acco D-Ring Binder w/DublLock,ADBW-684,Acco D-Ring Binder w/DublLock,Black,44,U,343.6496,684_OLC,539.99
685,2,SKU_685,Griffin GC36547 PowerJolt SE Lightning Charger,GGPSLC-685,Griffin GC36547 PowerJolt SE Lightning Charger,Black,48,U,343.6496,685_OLC,539.99
686,2,SKU_686,iOttie HLCRIO102 Car Mount,IHCM-686,iOttie HLCRIO102 Car Mount,Black,52,U,343.6496,686_OLC,539.99
687,8,SKU_687,Tensor Track Tree Floor Lamp,TTTFL-687,Tensor Track Tree Floor Lamp,Red,0,0,13.0863,687_OLC,34.99
688,13,SKU_688,Belkin 7 Outlet SurgeMaster II,B7OSI-688,Belkin 7 Outlet SurgeMaster II,Black,0,0,12.0278,688_OLC,33.6442
689,7,SKU_689,Newell 315,N3-689,Newell 315,White,M,U,3.3963,689_OLC,9.5
690,17,SKU_690,Maxell 4.7GB DVD-R 5/Pack,M4D5-690,Maxell 4.7GB DVD-R 5/Pack,White,L,U,3.3963,690_OLC,9.5
691,12,SKU_691,Advantus Push Pins,APP-691,Advantus Push Pins,Blue,0,0,12.0278,691_OLC,33.6442
692,11,SKU_692,Office Star - Ergonomically Designed Knee Chair,OS-EDKC-692,Office Star - Ergonomically Designed Knee Chair,Multi,0,U,5.7052,692_OLC,8.6442
693,5,SKU_693,Cardinal Slant-D Ring Binder,CSRBHGV-693,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",Multi,S,U,31.7244,693_OLC,48.0673
694,4,SKU_694,Barricks 18" x 48" Non-Folding Utility Table with Bottom Storage Shelf,B1X4NUTWBSS-694,Barricks 18" x 48" Non-Folding Utility Table with Bottom Storage Shelf,Multi,M,U,31.7244,694_OLC,48.0673
695,5,SKU_695,Avery 3 1/2" Diskette Storage Pages,A31DSP1-695,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",Multi,L,U,31.7244,695_OLC,48.0673
696,5,SKU_696,Acco Hanging Data Binders,AHDB-696,Acco Hanging Data Binders,Multi,XL,U,31.7244,696_OLC,48.0673
697,5,SKU_697,Acco Pressboard Covers with Storage Hooks,APCWSH17X1DB-697,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",Red,62,U,747.9682,697_OLC,1263.4598
698,3,SKU_698,Letter Size Cart,LSC-698,Letter Size Cart,Red,44,U,747.9682,698_OLC,1263.4598
699,8,SKU_699,Westinghouse Clip-On Gooseneck Lamps,WCGL-699,Westinghouse Clip-On Gooseneck Lamps,Red,48,U,747.9682,699_OLC,1263.4598
700,11,SKU_700,HON 5400 Series Task Chairs for Big and Tall,H5STCFBAT-700,HON 5400 Series Task Chairs for Big and Tall,Red,52,U,747.9682,700_OLC,1263.4598
701,9,SKU_701,Xerox 189,X1-701,Xerox 189,Red,56,U,747.9682,701_OLC,1263.4598
702,5,SKU_702,Wilson Jones Custom Binder Spines & Labels,WJCBS&L-702,Wilson Jones Custom Binder Spines & Labels,Black,58,U,176.1997,702_OLC,297.6346
703,9,SKU_703,Xerox 1897,X1-703,Xerox 1897,Black,60,U,176.1997,703_OLC,297.6346
704,8,SKU_704,Nu-Dell Leatherette Frames,NLF-704,Nu-Dell Leatherette Frames,Black,62,U,176.1997,704_OLC,297.6346
705,5,SKU_705,Clear Mylar Reinforcing Strips,CMRS-705,Clear Mylar Reinforcing Strips,Red,44,U,181.4857,705_OLC,306.5636
706,9,SKU_706,Wirebound Message Books,WMBT41X5FPP-706,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",Red,48,U,181.4857,706_OLC,306.5636
707,17,SKU_707,Maxell 74 Minute CD-R Spindle,M7MCS5-707,"Maxell 74 Minute CD-R Spindle, 50/Pack",Red,52,U,181.4857,707_OLC,306.5636
708,9,SKU_708,Xerox 1965,X1-708,Xerox 1965,Red,58,U,181.4857,708_OLC,306.5636
709,7,SKU_709,Newell 348,N3-709,Newell 348,Red,60,U,181.4857,709_OLC,306.5636
710,7,SKU_710,Newell 334,N3-710,Newell 334,Red,62,U,181.4857,710_OLC,306.5636
711,11,SKU_711,Global Troy Executive Leather Low-Back Tilter,GTELLT-711,Global Troy Executive Leather Low-Back Tilter,Red,44,U,352.1394,711_OLC,594.83
712,10,SKU_712,Inter-Office Recycled Envelopes,"IREBKBX1,1-712","Inter-Office Recycled Envelopes, Brown Kraft, Button-String,10"" x 13"" , 100/Box",Red,48,U,352.1394,712_OLC,594.83
713,11,SKU_713,Hon Every-Day Series Multi-Task Chairs,HESMC-713,Hon Every-Day Series Multi-Task Chairs,Red,52,U,352.1394,713_OLC,594.83
714,5,SKU_714,Acco Economy Flexible Poly Round Ring Binder,AEFPRRB-714,Acco Economy Flexible Poly Round Ring Binder,Red,58,U,352.1394,714_OLC,594.83
715,7,SKU_715,Premium Writing Pencils,PWPS#BCAFTB-715,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",Red,60,U,352.1394,715_OLC,594.83
716,17,SKU_716,Logitech G602 Wireless Gaming Mouse,LGWGM-716,Logitech G602 Wireless Gaming Mouse,Black,44,U,176.1997,716_OLC,297.6346
717,7,SKU_717,Newell 32,N3-717,Newell 32,Black,48,U,176.1997,717_OLC,297.6346
718,3,SKU_718,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,EMMDCMSAT-718,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,Black,52,U,176.1997,718_OLC,297.6346
719,4,SKU_719,Safco Drafting Table,SDT-719,Safco Drafting Table,Silver,42,U,623.8403,719_OLC,1204.3248
720,7,SKU_720,Newell 324,N3-720,Newell 324,Silver,44,U,706.811,720_OLC,1364.5
721,17,SKU_721,Microsoft Natural Keyboard Elite,MNKE-721,Microsoft Natural Keyboard Elite,Silver,48,U,706.811,721_OLC,1364.5
722,17,SKU_722,Case Logic 2.4GHz Wireless Keyboard,CL2WK-722,Case Logic 2.4GHz Wireless Keyboard,Silver,46,U,623.8403,722_OLC,1204.3248
723,16,SKU_723,Acme Softgrip Scissors,ASS-723,Acme Softgrip Scissors,Black,42,U,617.0281,723_OLC,1191.1739
724,17,SKU_724,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,I8MTU2FD-724,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,Black,44,U,699.0928,724_OLC,1349.6
725,3,SKU_725,Fellowes Personal Hanging Folder Files,FPHFFN-725,"Fellowes Personal Hanging Folder Files, Navy",Black,48,U,699.0928,725_OLC,1349.6
726,16,SKU_726,High Speed Automatic Electric Letter Opener,HSAELO-726,High Speed Automatic Electric Letter Opener,Black,46,U,617.0281,726_OLC,1191.1739
727,8,SKU_727,Staple-based wall hangings,SWH-727,Staple-based wall hangings,Black,38,U,617.0281,727_OLC,1191.1739
728,3,SKU_728,Belkin 19" Vented Equipment Shelf,B1VESB-728,"Belkin 19"" Vented Equipment Shelf, Black",Silver,38,U,623.8403,728_OLC,1204.3248
729,2,SKU_729,Apple iPhone 5S,AI5-729,Apple iPhone 5S,Red,62,U,2171.2942,729_OLC,3578.27
730,11,SKU_730,Hon 2090 ?Pillow Soft? Series Mid Back Swivel/Tilt Chairs,H2?SSMBSC-730,Hon 2090 ?Pillow Soft? Series Mid Back Swivel/Tilt Chairs,Red,44,U,2171.2942,730_OLC,3578.27
731,8,SKU_731,Tensor Computer Mounted Lamp,TCML-731,Tensor Computer Mounted Lamp,Red,48,U,2171.2942,731_OLC,3578.27
732,17,SKU_732,Logitech Illuminated Ultrathin Keyboard with Backlighting,LIUKWB-732,Logitech Illuminated Ultrathin Keyboard with Backlighting,Red,52,U,2171.2942,732_OLC,3578.27
733,17,SKU_733,Memorex Micro Travel Drive 16 GB,MMTD1G-733,Memorex Micro Travel Drive 16 GB,Red,56,U,2171.2942,733_OLC,3578.27
734,11,SKU_734,Metal Folding Chairs,MFCB4-734,"Metal Folding Chairs, Beige, 4/Carton",Red,58,U,884.7083,734_OLC,1457.99
735,14,SKU_735,Avery 485,A4-735,Avery 485,Red,60,U,884.7083,735_OLC,1457.99
736,8,SKU_736,DAX Cubicle Frames,DCF8X1-736,"DAX Cubicle Frames, 8-1/2 x 11",Red,44,U,884.7083,736_OLC,1457.99
737,8,SKU_737,DAX Clear Channel Poster Frame,DCCPF-737,DAX Clear Channel Poster Frame,Red,48,U,884.7083,737_OLC,1457.99
738,5,SKU_738,GBC Premium Transparent Covers with Diagonal Lined Pattern,GPTCWDLP-738,GBC Premium Transparent Covers with Diagonal Lined Pattern,Red,52,U,884.7083,738_OLC,1457.99
739,5,SKU_739,GBC Instant Index System for Binding Systems,GIISFBS-739,GBC Instant Index System for Binding Systems,Red,58,U,413.1463,739_OLC,699.0982
740,13,SKU_740,Acco 6 Outlet Guardian Standard Surge Suppressor,A6OGSSS-740,Acco 6 Outlet Guardian Standard Surge Suppressor,Red,60,U,413.1463,740_OLC,699.0982
741,17,SKU_741,WD My Passport Ultra 2TB Portable External Hard Drive,WMPU2PEHD-741,WD My Passport Ultra 2TB Portable External Hard Drive,Red,62,U,413.1463,741_OLC,699.0982
742,9,SKU_742,Xerox 1956,X1-742,Xerox 1956,Red,44,U,413.1463,742_OLC,699.0982
743,12,SKU_743,OIC Colored Binder Clips,OCBCAS-743,"OIC Colored Binder Clips, Assorted Sizes",Red,48,U,413.1463,743_OLC,699.0982
744,8,SKU_744,DataProducts Ampli Magnifier Task Lamp,DAMTLB-744,"DataProducts Ampli Magnifier Task Lamp, Black,",Red,52,U,413.1463,744_OLC,699.0982
745,1,SKU_745,Rush Hierlooms Collection 1" Thick Stackable Bookcases,RHC1TSB-745,Rush Hierlooms Collection 1" Thick Stackable Bookcases,Black,58,U,413.1463,745_OLC,699.0982
746,14,SKU_746,Self-Adhesive Address Labels for Typewriters by Universal,SALFTBU-746,Self-Adhesive Address Labels for Typewriters by Universal,Black,60,U,413.1463,746_OLC,699.0982
747,9,SKU_747,Xerox 1916,X1-747,Xerox 1916,Black,62,U,413.1463,747_OLC,699.0982
748,5,SKU_748,Wilson Jones data.warehouse D-Ring Binders with DublLock,WJDDBWD-748,Wilson Jones data.warehouse D-Ring Binders with DublLock,Black,44,U,413.1463,748_OLC,699.0982
749,12,SKU_749,Acco Clips to Go Binder Clips,ACTGBC2CITS-749,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",Black,48,U,413.1463,749_OLC,699.0982
750,17,SKU_750,Memorex Micro Travel Drive 4 GB,MMTD4G-750,Memorex Micro Travel Drive 4 GB,Black,52,U,413.1463,750_OLC,699.0982
751,3,SKU_751,Smead Adjustable Mobile File Trolley with Lockable Top,SAMFTWLT-751,Smead Adjustable Mobile File Trolley with Lockable Top,Silver,38,U,1912.1544,751_OLC,3399.99
752,4,SKU_752,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,BBDRAHMRT-752,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,Silver,42,U,1912.1544,752_OLC,3399.99
753,13,SKU_753,Bravo II Megaboss 12-Amp Hard Body Upright,BIM1HBURB2BPP-753,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",Silver,44,U,1912.1544,753_OLC,3399.99
754,9,SKU_754,Xerox 1884,X1-754,Xerox 1884,Silver,48,U,1912.1544,754_OLC,3399.99
755,16,SKU_755,Acme Box Cutter Scissors,ABCS-755,Acme Box Cutter Scissors,Black,38,U,1898.0944,755_OLC,3374.99
756,9,SKU_756,White Computer Printout Paper by Universal,WCPPBU-756,White Computer Printout Paper by Universal,Black,42,U,1898.0944,756_OLC,3374.99
757,13,SKU_757,Hoover WindTunnel Plus Canister Vacuum,HWPCV-757,Hoover WindTunnel Plus Canister Vacuum,Black,44,U,1898.0944,757_OLC,3374.99
758,9,SKU_758,Xerox 1934,X1-758,Xerox 1934,Black,48,U,1898.0944,758_OLC,3374.99
759,7,SKU_759,Newell 329,N3-759,Newell 329,Silver,38,U,1117.8559,759_OLC,2071.4196
760,2,SKU_760,Panasonic KX T7731-B Digital phone,PKTDP-760,Panasonic KX T7731-B Digital phone,Silver,42,U,1117.8559,760_OLC,2071.4196
761,3,SKU_761,Safco Wire Cube Shelving System,SWCSSFUA4O51CB-761,"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",Silver,46,U,1117.8559,761_OLC,2071.4196
762,13,SKU_762,Eureka The Boss Cordless Rechargeable Stick Vac,ETBCRSV-762,Eureka The Boss Cordless Rechargeable Stick Vac,Black,38,U,1105.81,762_OLC,2049.0982
763,17,SKU_763,Maxell 4.7GB DVD-R,M4D-763,Maxell 4.7GB DVD-R,Black,42,U,1105.81,763_OLC,2049.0982
764,9,SKU_764,Adams Phone Message Book,APMBP4MC53X1-764,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6? x 11?",Black,46,U,1105.81,764_OLC,2049.0982
765,11,SKU_765,Global Value Steno Chair,GVSCG-765,"Global Value Steno Chair, Gray",Black,38,U,598.4354,765_OLC,1079.99
766,17,SKU_766,Logitech Desktop MK120 Mouse and keyboard Combo,LDMMAKC-766,Logitech Desktop MK120 Mouse and keyboard Combo,Black,40,U,598.4354,766_OLC,1079.99
767,7,SKU_767,Boston KS Multi-Size Manual Pencil Sharpener,BKMMPS-767,Boston KS Multi-Size Manual Pencil Sharpener,Black,44,U,598.4354,767_OLC,1079.99
768,7,SKU_768,Binney & Smith inkTank Erasable Pocket Highlighter,B&SIEPHCTY-768,"Binney & Smith inkTank Erasable Pocket Highlighter, Chisel Tip, Yellow",Black,48,U,598.4354,768_OLC,1079.99
769,11,SKU_769,Hon GuestStacker Chair,HGC-769,Hon GuestStacker Chair,Red,44,U,1518.7864,769_OLC,2443.35
770,2,SKU_770,Plantronics CS 50-USB - headset - Convertible,PC5-H-CM-770,"Plantronics CS 50-USB - headset - Convertible, Monaural",Red,48,U,1518.7864,770_OLC,2443.35
771,4,SKU_771,SAFCO PlanMaster Heigh-Adjustable Drafting Table Base,SPHDTB4X3X3B-771,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",Red,52,U,1518.7864,771_OLC,2443.35
772,17,SKU_772,Logitech G700s Rechargeable Gaming Mouse,LGRGM-772,Logitech G700s Rechargeable Gaming Mouse,Red,58,U,1320.6838,772_OLC,2181.5625
